nombre_estado,cve_ent,nombre_municipio,cve_geo,nivel_priorizacion,tipo_vul,vulnerabilidad_actual,aumento_vulnerabilidad
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Nayarit,18,Tuxpan,18018,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Nayarit,18,La Yesca,18019,,Producción forrajera en estrés hídrico,,
Nayarit,18,La Yesca,18019,,Producción ganadera en estrés hídrico,,
Nayarit,18,La Yesca,18019,,Población expuesta al dengue,,
Nayarit,18,La Yesca,18019,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,La Yesca,18019,,Producción ganadera en inundaciones,,
Nayarit,18,La Yesca,18019,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Bahía de Banderas,18020,,Producción forrajera en estrés hídrico,,
Nayarit,18,Bahía de Banderas,18020,,Producción ganadera en estrés hídrico,,
Nayarit,18,Bahía de Banderas,18020,,Población expuesta al dengue,,
Nayarit,18,Bahía de Banderas,18020,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Bahía de Banderas,18020,,Producción ganadera en inundaciones,,
Nayarit,18,Bahía de Banderas,18020,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Compostela,18004,,Producción forrajera en estrés hídrico,,
Nayarit,18,Compostela,18004,,Producción ganadera en estrés hídrico,,
Nayarit,18,Compostela,18004,,Población expuesta al dengue,,
Nayarit,18,Compostela,18004,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Compostela,18004,,Producción ganadera en inundaciones,,
Nayarit,18,Compostela,18004,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Santiago Ixcuintla,18015,,Producción forrajera en estrés hídrico,,
Nayarit,18,Santiago Ixcuintla,18015,,Producción ganadera en estrés hídrico,,
Nayarit,18,Santiago Ixcuintla,18015,,Población expuesta al dengue,,
Nayarit,18,Santiago Ixcuintla,18015,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Santiago Ixcuintla,18015,,Producción ganadera en inundaciones,,
Nayarit,18,Santiago Ixcuintla,18015,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,San Blas,18012,,Producción forrajera en estrés hídrico,,
Nayarit,18,San Blas,18012,,Producción ganadera en estrés hídrico,,
Nayarit,18,San Blas,18012,,Población expuesta al dengue,,
Nayarit,18,San Blas,18012,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,San Blas,18012,,Producción ganadera en inundaciones,,
Nayarit,18,San Blas,18012,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Nayarit,18,Rosamorada,18010,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Jalisco,14,Puerto Vallarta,14067,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,La Huerta,14043,,Producción forrajera en estrés hídrico,,
Jalisco,14,La Huerta,14043,,Producción ganadera en estrés hídrico,,
Jalisco,14,La Huerta,14043,,Población expuesta al dengue,,
Jalisco,14,La Huerta,14043,,Asentamientos humanos expuestos a deslaves,,
Jalisco,14,La Huerta,14043,,Producción ganadera en inundaciones,,
Jalisco,14,La Huerta,14043,,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Santa María de los Ángeles,14081,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Huejúcar,14041,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Huejuquilla el Alto,14042,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Población expuesta al dengue,Sin Vulnerabilidad,Aumento
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Villa Guerrero,14115,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Totatiche,14104,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Colotlán,14025,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Mezquitic,14061,,Producción forrajera en estrés hídrico,,
Jalisco,14,Mezquitic,14061,,Producción ganadera en estrés hídrico,,
Jalisco,14,Mezquitic,14061,,Población expuesta al dengue,,
Jalisco,14,Mezquitic,14061,,Asentamientos humanos expuestos a deslaves,,
Jalisco,14,Mezquitic,14061,,Producción ganadera en inundaciones,,
Jalisco,14,Mezquitic,14061,,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Jalisco,14,Villa Hidalgo,14116,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Jalisco,14,Ojuelos de Jalisco,14064,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Chimaltitán,14031,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,Bolaños,14019,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Jalisco,14,San Martín de Bolaños,14076,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Muy Alto,
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Población expuesta al dengue,,
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Producción ganadera en inundaciones,Muy Alto,
Jalisco,14,Mexticacán,14060,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Jalisco,14,San Diego de Alejandría,14072,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Jalisco,14,San Julián,14074,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Jalisco,14,San Cristóbal de la Barranca,14071,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Población expuesta al dengue,,
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Jalisco,14,Jalostotitlán,14046,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Jalisco,14,Yahualica de González Gallo,14118,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Jalisco,14,Yahualica de González Gallo,14118,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Jalisco,14,Yahualica de González Gallo,14118,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Jalisco,14,Yahualica de González Gallo,14118,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Jalisco,14,Yahualica de González Gallo,14118,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
